timestamp_ms,fenster,popup_erkannt,radius,fisch_gefunden,fisch_x,fisch_y,distanz_zum_ring,im_ring,klick_gesendet,zyklus_pause,latenz_ms,fisch_speed_px_s
15523,816x639,0,,0,,,,0,0,0.08,,
15609,816x639,0,,0,,,,0,0,0.08,,
15734,816x639,0,,0,,,,0,0,0.08,,
15823,816x639,0,,0,,,,0,0,0.08,,
15999,816x639,0,,0,,,,0,0,0.08,,
16112,816x639,0,,0,,,,0,0,0.08,,
16221,816x639,0,,0,,,,0,0,0.08,,
16400,816x639,0,,0,,,,0,0,0.08,,
16603,816x639,0,,0,,,,0,0,0.08,,
16670,816x639,0,,0,,,,0,0,0.08,,
16901,816x639,0,,0,,,,0,0,0.08,,
16956,816x639,0,,0,,,,0,0,0.08,,
17231,816x639,0,,0,,,,0,0,0.08,,
17539,816x639,0,,0,,,,0,0,0.08,,
17720,816x639,0,,0,,,,0,0,0.08,,
17879,816x639,0,,0,,,,0,0,0.08,,
18148,816x639,0,,0,,,,0,0,0.08,,
18472,816x639,0,,0,,,,0,0,0.08,,
18544,816x639,0,,0,,,,0,0,0.08,,
18724,816x639,0,,0,,,,0,0,0.08,,
18916,816x639,0,,0,,,,0,0,0.08,,
19069,816x639,0,,0,,,,0,0,0.08,,
19294,816x639,0,,0,,,,0,0,0.08,,
19482,816x639,0,,0,,,,0,0,0.08,,
19790,816x639,0,,0,,,,0,0,0.08,,
19872,816x639,0,,0,,,,0,0,0.08,,
20145,816x639,0,,0,,,,0,0,0.08,,
20394,816x639,0,,0,,,,0,0,0.08,,
20634,816x639,0,,0,,,,0,0,0.08,,
20858,816x639,0,,0,,,,0,0,0.08,,
21073,816x639,0,,0,,,,0,0,0.08,,
21229,816x639,0,,0,,,,0,0,0.08,,
21338,816x639,0,,0,,,,0,0,0.08,,
21463,816x639,0,,0,,,,0,0,0.08,,
21656,816x639,0,,0,,,,0,0,0.08,,
21888,816x639,0,,0,,,,0,0,0.08,,
22012,816x639,0,,0,,,,0,0,0.08,,
22187,816x639,0,,0,,,,0,0,0.08,,
22340,816x639,0,,0,,,,0,0,0.08,,
22447,816x639,0,,0,,,,0,0,0.08,,
22499,816x639,0,,0,,,,0,0,0.08,,
22605,816x639,0,,0,,,,0,0,0.08,,
22691,816x639,0,,0,,,,0,0,0.08,,
22814,816x639,0,,0,,,,0,0,0.08,,
22905,816x639,0,,0,,,,0,0,0.08,,
23022,816x639,0,,0,,,,0,0,0.08,,
23109,816x639,0,,0,,,,0,0,0.08,,
23234,816x639,0,,0,,,,0,0,0.08,,
23348,816x639,0,,0,,,,0,0,0.08,,
23504,816x639,0,,0,,,,0,0,0.08,,
23612,816x639,0,,0,,,,0,0,0.08,,
23670,816x639,0,,0,,,,0,0,0.08,,
23775,816x639,0,,0,,,,0,0,0.08,,
23876,816x639,0,,0,,,,0,0,0.08,,
23991,816x639,0,,0,,,,0,0,0.08,,
24073,816x639,0,,0,,,,0,0,0.08,,
24161,816x639,0,,0,,,,0,0,0.08,,
24239,816x639,0,,0,,,,0,0,0.08,,
24329,816x639,0,,0,,,,0,0,0.08,,
24445,816x639,0,,0,,,,0,0,0.08,,
24544,816x639,0,,0,,,,0,0,0.08,,
24592,816x639,0,,0,,,,0,0,0.08,,
24706,816x639,0,,0,,,,0,0,0.08,,
24792,816x639,0,,0,,,,0,0,0.08,,
24864,816x639,0,,0,,,,0,0,0.08,,
24944,816x639,0,,0,,,,0,0,0.08,,
25020,816x639,0,,0,,,,0,0,0.08,,
25113,816x639,0,,0,,,,0,0,0.08,,
25212,816x639,0,,0,,,,0,0,0.08,,
25274,816x639,0,,0,,,,0,0,0.08,,
25373,816x639,0,,0,,,,0,0,0.08,,
25462,816x639,0,,0,,,,0,0,0.08,,
25547,816x639,0,,0,,,,0,0,0.08,,
25633,816x639,0,,0,,,,0,0,0.08,,
25712,816x639,0,,0,,,,0,0,0.08,,
25805,816x639,0,,0,,,,0,0,0.08,,
25909,816x639,0,,0,,,,0,0,0.08,,
25991,816x639,0,,0,,,,0,0,0.08,,
26073,816x639,0,,0,,,,0,0,0.08,,
26149,816x639,0,,0,,,,0,0,0.08,,
26219,816x639,0,,0,,,,0,0,0.08,,
26294,816x639,0,,0,,,,0,0,0.08,,
26404,816x639,0,,0,,,,0,0,0.08,,
26498,816x639,0,,0,,,,0,0,0.08,,
26613,816x639,0,,1,428,633,,0,0,0.08,,
26751,816x639,1,23,1,144,619,46.49,0,0,0.08,,1929.4
26855,816x639,1,23,1,688,619,46.49,0,0,0.08,,5241.4
26948,816x639,1,23,1,428,633,46.49,0,0,0.08,,2457.7
27050,816x639,1,23,0,,,,0,0,0.08,,
27147,816x639,1,23,0,,,,0,0,0.08,,
27275,816x639,1,23,0,,,,0,0,0.08,,
27421,816x639,1,23,0,,,,0,0,0.08,,
27512,816x639,1,23,0,,,,0,0,0.08,,
27564,816x639,1,23,0,,,,0,0,0.08,,
27656,816x639,1,23,0,,,,0,0,0.08,,
27759,816x639,0,,0,,,,0,0,0.08,,
27860,816x639,0,,0,,,,0,0,0.08,,
27939,816x639,0,,0,,,,0,0,0.08,,
28031,816x639,0,,0,,,,0,0,0.08,,
28090,816x639,0,,0,,,,0,0,0.08,,
28174,816x639,0,,0,,,,0,0,0.08,,
28286,816x639,0,,0,,,,0,0,0.08,,
